Cód. Município,Qtde Municípios,Nome do Município,UF,Número e Ano,Categoria,Qtde de Papéis,Papel do Estado,Classificação da instituição do AMI
3555000,1,TUPA,SP,4882 / 2018,Lei de inovação,1,Moderador,Instituição de outras parcerias
4123501,1,SANTA HELENA,PR,2877 / 2021,Lei de inovação,1,Moderador,Instituição de outras parcerias
4202404,1,BLUMENAU,SC,1338 / 2021,Lei de inovação,1,Moderador,Instituição de incentivos urbanistiscos à inovação
4208906,1,JARAGUA DO SUL,SC,8746 / 2021,Lei de inovação,1,Moderador,Instituição de incentivos urbanistiscos à inovação
4304606,1,CANOAS,RS,5696 / 2012,Lei de inovação,1,Moderador,Instituição de incentivos urbanistiscos à inovação
4314902,1,PORTO ALEGRE,RS,12381 / 2018,Lei de inovação,1,Moderador,Instituição de incentivos urbanistiscos à inovação
4321451,1,TEUTONIA,RS,4377 / 2015,Lei de inovação,1,Moderador,Instituição de outras parcerias
1400100,1,Boa Vista,RR,83 / 2021,Decreto de inovação,1,Observador,Instituição de grupo de trabalho para o plano de CT&I
2304400,1,FORTALEZA,CE,13734 / 2015,Decreto de inovação,1,Observador,Decreto de inovação
2308609,1,Monsenhor Tabosa,CE,1 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2408102,1,NATAL,RN,11368 / 2017,Decreto de inovação,1,Observador,Instituição de incentivos fiscais à inovação
2611606,1,RECIFE,PE,30299 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
2611606,1,RECIFE,PE,35511 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,29037 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,30130 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,30860 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,33405 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,33599 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,33748 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,33800 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,34015 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,34650 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
2927408,1,SALVADOR,BA,35259 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
3137601,1,Lagoa Santa,MG,3913 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
3137601,1,Lagoa Santa,MG,4037 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
3170107,1,UBERABA,MG,5727 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
3170107,1,UBERABA,MG,5895 / 2016,Decreto de inovação,1,Observador,Decreto de inovação
3170206,1,UBERLANDIA,MG,17995 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
3301009,1,CAMPOS DOS GOYTACAZES,RJ,3 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
3303302,1,NITEROI,RJ,13397 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
3303302,1,NITEROI,RJ,13969 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
3303302,1,NITEROI,RJ,14123 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
3502804,1,ARACATUBA,SP,16993 / 2013,Decreto de inovação,1,Observador,Decreto de inovação
3502804,1,ARACATUBA,SP,18287 / 2015,Decreto de inovação,1,Observador,Decreto de inovação
3502804,1,ARACATUBA,SP,18911 / 2016,Decreto de inovação,1,Observador,Decreto de inovação
3502804,1,ARACATUBA,SP,19829 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
3513504,1,Cubatao,SP,10646 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
3518800,1,GUARULHOS,SP,36252 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
3527306,1,Louveira,SP,5872 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
3538709,1,PIRACICABA,SP,17051 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
3538709,1,PIRACICABA,SP,18916 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
3541406,1,PRESIDENTE PRUDENTE,SP,26809 / 2016,Decreto de inovação,1,Observador,Decreto de inovação
3547304,1,SANTANA DE PARNAIBA,SP,3920 / 2016,Decreto de inovação,1,Observador,Decreto de inovação
3547304,1,SANTANA DE PARNAIBA,SP,4414 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
3549904,1,SAO JOSE DOS CAMPOS,SP,12367 / 2006,Decreto de inovação,1,Observador,Decreto de inovação
3550308,1,SAO PAULO,SP,54837 / 2014,Decreto de inovação,1,Observador,Decreto de inovação
3550308,1,SAO PAULO,SP,55461 / 2014,Decreto de inovação,1,Observador,Decreto de inovação
3550308,1,SAO PAULO,SP,58017 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
3552205,1,SOROCABA,SP,23836 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
3552205,1,SOROCABA,SP,24268 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
3552205,1,SOROCABA,SP,24830 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
3552205,1,SOROCABA,SP,25635 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
3552205,1,SOROCABA,SP,26460 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4104303,1,CAMPO MOURAO,PR,9538 / 2022,Decreto de inovação,1,Observador,Instituição de fundo municipal de incentivos à inovação
4106902,1,CURITIBA,PR,885 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,26745 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,27201 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,27514 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,28244 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,28573 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,28576 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,30160 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
4114203,1,MANDAGUARI,PR,548 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4119905,1,PONTA GROSSA,PR,19377 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4201406,1,ARARANGUA,SC,9992 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4202404,1,BLUMENAU,SC,12990 / 2021,Decreto de inovação,1,Observador,Instituição de incentivos fiscais à inovação
4204202,1,CHAPECO,SC,30104 / 2014,Decreto de inovação,1,Observador,Decreto de inovação
4204202,1,CHAPECO,SC,37340 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4204202,1,CHAPECO,SC,38785 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4204202,1,CHAPECO,SC,40555 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4204301,1,CONCORDIA,SC,6394 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,10 / 2017,Portaria de inovação,1,Observador,Portaria de inovação
4205407,1,FLORIANOPOLIS,SC,10315 / 2012,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,17097 / 2017,Decreto de inovação,1,Observador,Instituição do ecossistema de CT&I
4205407,1,FLORIANOPOLIS,SC,17485 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,17962 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,21318 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,22723 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,5 / 2022,Portaria de inovação,1,Observador,Portaria de inovação
4205506,1,FRAIBURGO,SC,392 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
4208906,1,JARAGUA DO SUL,SC,1 / 2021,Portaria de inovação,1,Observador,Portaria de inovação
4208906,1,JARAGUA DO SUL,SC,12898 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4208906,1,JARAGUA DO SUL,SC,15202 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4208906,1,JARAGUA DO SUL,SC,16088 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
4209003,1,JOACABA,SC,5706 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4211900,1,PALHOCA,SC,2243 / 2017,Decreto de inovação,1,Observador,Decreto de inovação
4215802,1,SAO BENTO DO SUL,SC,2013 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4218707,1,TUBARAO,SC,4259 / 2018,Decreto de inovação,1,Observador,Instituição de politica de CT&I com instrumentos básicos
4218707,1,TUBARAO,SC,4510 / 2019,Decreto de inovação,1,Observador,Instituição de conselho de CT&I para deliberações diversas
4219309,1,VIDEIRA,SC,15868 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
4305108,1,CAXIAS DO SUL,RS,21934 / 2022,Decreto de inovação,1,Observador,Decreto de inovação
4305108,1,CAXIAS DO SUL,RS,22024 / 2022,Decreto de inovação,1,Observador,Instituição de arranjos promotores de inovação
4311403,1,LAJEADO,RS,12071 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4314902,1,PORTO ALEGRE,RS,20704 / 2020,Decreto de inovação,1,Observador,Decreto de inovação
4314902,1,PORTO ALEGRE,RS,21081 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
4315602,1,RIO GRANDE,RS,15577 / 2018,Decreto de inovação,1,Observador,Decreto de inovação
4315602,1,RIO GRANDE,RS,16424 / 2019,Decreto de inovação,1,Observador,Decreto de inovação
4315602,1,RIO GRANDE,RS,18110 / 2021,Decreto de inovação,1,Observador,Decreto de inovação
1721000,1,PALMAS,TO,299 / 2014,Lei de inovação,1,Porteiro,Instituição de incentivos à inovação
2606002,1,GARANHUNS,PE,4634 / 2019,Lei de inovação,1,Porteiro,Instituição do ecossistema de CT&I
2927408,1,SALVADOR,BA,33405 / 2020,Decreto de inovação,1,Porteiro,Decreto de inovação
2927408,1,SALVADOR,BA,9534 / 2020,Lei de inovação,1,Porteiro,Instituição do ecossistema
3118601,1,CONTAGEM,MG,268 / 2018,Lei de inovação,1,Porteiro,Instituição de politica de inovação
3127701,1,GOVERNADOR VALADARES,MG,7364 / 2022,Lei de inovação,1,Porteiro,Instituição de incentivos aos participantes do ecossistema de inovação
3159605,1,SANTA RITA DO SAPUCAI,MG,5255 / 2019,Lei de inovação,1,Porteiro,Instituição de incentivos à inovação e pesquisa
3170107,1,UBERABA,MG,5727 / 2020,Decreto de inovação,1,Porteiro,Decreto de inovação
3170107,1,UBERABA,MG,5895 / 2016,Decreto de inovação,1,Porteiro,Decreto de inovação
3170206,1,UBERLANDIA,MG,629 / 2017,Lei de inovação,1,Porteiro,Instituição de arranjos promotores de inovação
3171303,1,VICOSA,MG,2204 / 2011,Lei de inovação,1,Porteiro,Instituição de incentivos à inovação
3171303,1,VICOSA,MG,2254 / 2012,Lei de inovação,1,Porteiro,Instituição de incentivos à inovação
3205002,1,SERRA,ES,3530 / 2010,Lei de estimulo à inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
3302700,1,MARICA,RJ,2871 / 2019,Lei de inovação,1,Porteiro,Instituição de incentivos à inovação
3304557,1,RIO DE JANEIRO,RJ,7373 / 2022,Lei de inovação,1,Porteiro,Instituição de outras ações
3505500,1,BARRETOS,SP,84 / 2007,Lei de inovação,1,Porteiro,Instituição de incentivos básicos à inovação
3509502,1,CAMPINAS,SP,12653 / 2006,Lei de inovação,1,Porteiro,Instituição de incentivos fiscais à inovação
3522505,1,ITAPEVI,SP,3055 / 2022,Lei de inovação,1,Porteiro,Instituição de incentivos básicos à inovação
3524006,1,ITUPEVA,SP,413 / 2017,Lei de inovação,1,Porteiro,Instituição de politica de inovação
3532009,1,MORUNGABA,SP,69 / 2019,Lei de inovação,1,Porteiro,Instituição de conselho de CT&I para deliberações diversas
3537404,1,PEREIRA BARRETO,SP,35 / 2007,Lei de inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
3538709,1,PIRACICABA,SP,6621 / 2009,Lei de inovação,1,Porteiro,Instituição de arranjos promotores de inovação
4105508,1,CIANORTE,PR,163 / 2022,Lei de inovação,1,Porteiro,Instituição de politica de CT&I com instrumentos básicos
4107207,1,DOIS VIZINHOS,PR,2358 / 2019,Lei de inovação,1,Porteiro,Instituição de politica de CT&I com instrumentos básicos
4108403,1,FRANCISCO BELTRAO,PR,3436 / 2007,Lei de estimulo à inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
4111803,1,JACAREZINHO,PR,3281 / 2015,Lei de inovação,1,Porteiro,Instituição de politica de desenvolvimento econômico
4115804,1,MEDIANEIRA,PR,816 / 2019,Lei de inovação,1,Porteiro,Instituição de arranjos promotores de inovação
4118501,1,PATO BRANCO,PR,34 / 2009,Lei de estimulo à inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
4123808,1,SANTA IZABEL DO OESTE,PR,967 / 2008,Lei de estimulo à inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
4202008,1,BALNEARIO CAMBORIU,SC,4583 / 2021,Lei de inovação,1,Porteiro,Instituição de politica de inovação
4202404,1,BLUMENAU,SC,179 / 1998,Lei de inovação,1,Porteiro,Instituição de incentivos econômicos e fiscais para inovação
4202404,1,BLUMENAU,SC,8478 / 2017,Lei de inovação,1,Porteiro,Instituição de arranjos promotores de inovação
4204202,1,CHAPECO,SC,7407 / 2020,Lei de inovação,1,Porteiro,Instituição de arranjos promotores de inovação
4205209,1,ERVAL VELHO,SC,102 / 2022,Lei de inovação,1,Porteiro,Instituição de politica de CT&I com instrumentos básicos
4205209,1,ERVAL VELHO,SC,1543 / 2021,Lei de inovação,1,Porteiro,Instituição de politica de CT&I com instrumentos básicos
4209300,1,LAGES,SC,289 / 2018,Projeto de LMI,1,Porteiro,Instituição de incentivos básicos à inovação
4210100,1,Mafra,SC,4598 / 2022,Lei de inovação,1,Porteiro,Instituição do ecossistema robusto
4211009,1,Mondai,SC,3762 / 2022,Lei de inovação,1,Porteiro,Instituição de incentivos a PD&I
4300406,1,ALEGRETE,RS,5810 / 2017,Lei de inovação,1,Porteiro,Instituição do ecossistema de CT&I
4300604,1,ALVORADA,RS,3104 / 2017,Lei de inovação,1,Porteiro,Instituição de incentivos fiscais à inovação
4304606,1,CANOAS,RS,5600 / 2011,Lei de inovação,1,Porteiro,Instituição de fundo municipal de incentivos à inovação
4305108,1,CAXIAS DO SUL,RS,8752 / 2021,Lei de inovação,1,Porteiro,Instituição de incentivos a PD&I
4311403,1,LAJEADO,RS,10963 / 2020,Lei de inovação,1,Porteiro,Instituição de outras ações
4315602,1,RIO GRANDE,RS,16424 / 2019,Decreto de inovação,1,Porteiro,Decreto de inovação
4316808,1,SANTA CRUZ DO SUL,RS,6388 / 2011,Lei de inovação,1,Porteiro,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
5102504,1,CACERES,MT,81 / 2009,Lei de estimulo à inovação,1,Porteiro,Instituição de tratamento diferenciado a empresas de inovação
5107602,1,RONDONOPOLIS,MT,8901 / 2016,Lei de inovação,1,Porteiro,Instituição de politica de inovação
2913606,1,ILHEUS,BA,4097 / 2020,Lei de inovação,1,Potencializador,Instituição de politica de CT&I com instrumentos básicos
3126109,1,FORMIGA,MG,2408 / 2018,Lei de inovação,1,Potencializador,Instituição do ecossistema robusto
3167202,1,SETE LAGOAS,MG,8606 / 2016,Lei de inovação,1,Potencializador,Instituição de incentivos à inovação e pesquisa
3303401,1,NOVA FRIBURGO,RJ,135 / 2020,Lei de inovação,1,Potencializador,Instituição de politica de CT&I com instrumentos básicos
4205407,1,FLORIANOPOLIS,SC,432 / 2012,Lei de inovação,1,Potencializador,Instituição do ecossistema robusto
4208906,1,JARAGUA DO SUL,SC,8202 / 2019,Lei de inovação,1,Potencializador,Instituição de politica de inovação
4210100,1,Mafra,SC,4598 / 2022,Lei de inovação,1,Potencializador,Instituição do ecossistema robusto
1100189,1,PIMENTA BUENO,RO,1670 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
1101484,1,SAO FELIPE D'OESTE,RO,784 / 2019,Lei de inovação,1,Promotor,Instituição de mecanismos de incentivos à PD&I
1200401,1,RIO BRANCO,AC,1890 / 2012,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
1302603,1,MANAUS,AM,2565 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos fiscais à inovação
1501402,1,Belem,PA,1014 / 2019,Projeto de LMI,1,Promotor,Instituição do ecossistema de CT&I
1503093,1,GOIANÉSIA,GO,2627 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
1709500,1,GURUPI,TO,2234 / 2015,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
2105302,1,IMPERATRIZ,MA,1680 / 2017,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
2203909,1,FLORIANO,PI,451 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2207702,1,PARNAIBA,PI,2579 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2301208,1,ARACOIABA,CE,1116 / 2013,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2306405,1,Itapipoca,CE,47 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2306900,1,JAGUARIBE,CE,1448 / 2019,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
2307304,1,JUAZEIRO DO NORTE,CE,117 / 2018,Lei de inovação,1,Promotor,Instituição de mecanismos de incentivos à PD&I
2312908,1,SOBRAL,CE,34 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2313302,1,TAUA,CE,9 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2408102,1,NATAL,RN,11368 / 2017,Decreto de inovação,1,Promotor,Instituição de incentivos fiscais à inovação
2408102,1,NATAL,RN,167 / 2017,Lei de inovação,1,Promotor,Instituição de incentivos fiscais à inovação
2504009,1,CAMPINA GRANDE,PB,141 / 2018,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
2507507,1,JOAO PESSOA,PB,13546 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2606002,1,GARANHUNS,PE,4634 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
2611101,1,PETROLINA,PE,2337 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2611101,1,PETROLINA,PE,3484 / 2021,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
2611606,1,RECIFE,PE,1803 / 2010,Projeto de LMI,1,Promotor,Instituição do ecossistema de inovação
2611606,1,RECIFE,PE,35511 / 2022,Decreto de inovação,1,Promotor,Decreto de inovação
2615607,1,TRINDADE,PE,1054 / 2021,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
2704302,1,MACEIO,AL,6902 / 2019,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
2706703,1,PENEDO,AL,1583 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2706703,1,PENEDO,AL,1586 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2900801,1,ALCOBACA,BA,670 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2901007,1,AMARGOSA,BA,329 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2901007,1,AMARGOSA,BA,582 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
2913606,1,ILHEUS,BA,4097 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
2918001,1,JEQUIE,BA,1756 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2919207,1,LAURO DE FREITAS,BA,2000 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
2919926,1,MADRE DE DEUS,BA,737 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
2921500,1,MONTE SANTO,BA,15 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2926608,1,RIBEIRAO BRANCO,SP,30 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
2927408,1,SALVADOR,BA,30860 / 2019,Decreto de inovação,1,Promotor,Decreto de inovação
2927408,1,SALVADOR,BA,33405 / 2020,Decreto de inovação,1,Promotor,Decreto de inovação
2927408,1,SALVADOR,BA,33748 / 2021,Decreto de inovação,1,Promotor,Decreto de inovação
2927408,1,SALVADOR,BA,33800 / 2021,Decreto de inovação,1,Promotor,Decreto de inovação
2927408,1,SALVADOR,BA,9534 / 2020,Lei de inovação,1,Promotor,Instituição do ecossistema
2933307,1,VITORIA DA CONQUISTA,BA,1011 / 2021,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3101508,1,ALEM PARAIBA,MG,2909 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3105400,1,BARAO DE COCAIS,MG,1706 / 2014,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3116605,1,CLAUDIO,MG,36 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3126109,1,FORMIGA,MG,2408 / 2018,Lei de inovação,1,Promotor,Instituição do ecossistema robusto
3127701,1,GOVERNADOR VALADARES,MG,7243 / 2021,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3127701,1,GOVERNADOR VALADARES,MG,7364 / 2022,Lei de inovação,1,Promotor,Instituição de incentivos aos participantes do ecossistema de inovação
3128709,1,GUAXUPE,MG,2070 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3132404,1,ITAJUBA,MG,2677 / 2008,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
3134400,1,ITU,SP,833 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3136702,1,JUIZ DE FORA,MG,278 / 2017,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
3137601,1,Lagoa Santa,MG,3913 / 2019,Decreto de inovação,1,Promotor,Decreto de inovação
3143302,1,MONTES CLAROS,MG,23 / 2021,Projeto de LMI,1,Promotor,Instituição de fundo municipal de incentivos à inovação
3144805,1,NOVA LIMA,MG,2725 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
3145901,1,OURO BRANCO,MG,14 / 2021,Projeto de LMI,1,Promotor,Instituição de fundo municipal de incentivos à inovação
3154606,1,RIBEIRAO DAS NEVES,MG,3397 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3157203,1,SANTA BARBARA,MG,1941 / 2019,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
3157807,1,SANTA LUZIA,MG,3122 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3159605,1,SANTA RITA DO SAPUCAI,MG,5255 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
3162500,1,SAO JOAO DEL REI,MG,4517 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3167202,1,SETE LAGOAS,MG,8606 / 2016,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
3170107,1,UBERABA,MG,13133 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
3170107,1,UBERABA,MG,5727 / 2020,Decreto de inovação,1,Promotor,Decreto de inovação
3170107,1,UBERABA,MG,5895 / 2016,Decreto de inovação,1,Promotor,Decreto de inovação
3170206,1,UBERLANDIA,MG,629 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3170404,1,UNAI,MG,2705 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3171303,1,VICOSA,MG,2204 / 2011,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
3171303,1,VICOSA,MG,2265 / 2012,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
3200607,1,ARACRUZ,ES,3762 / 2013,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3205002,1,SERRA,ES,3530 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3205002,1,SERRA,ES,4214 / 2014,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3205101,1,VIANA,ES,2920 / 2018,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3205309,1,VITORIA,ES,7871 / 2009,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3300100,1,ANGRA DOS REIS,RJ,3758 / 2018,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3301009,1,CAMPOS DOS GOYTACAZES,RJ,8768 / 2017,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3302700,1,MARICA,RJ,2871 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
3303302,1,NITEROI,RJ,13397 / 2019,Decreto de inovação,1,Promotor,Decreto de inovação
3303302,1,NITEROI,RJ,2210 / 2005,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
3303302,1,NITEROI,RJ,3087 / 2014,Lei de inovação,1,Promotor,Instituição de politica de inovação
3303401,1,NOVA FRIBURGO,RJ,135 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
3303500,1,NOVA IGUACU,RJ,4705 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos amplos a inovação
3303906,1,PETROPOLIS,RJ,7799 / 2019,Lei de inovação,1,Promotor,Instituição de mecanismos de incentivos à PD&I
3304524,1,RIO DAS OSTRAS,RJ,2292 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3304557,1,RIO DE JANEIRO,RJ,6788 / 2020,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3304557,1,RIO DE JANEIRO,RJ,7373 / 2022,Lei de inovação,1,Promotor,Instituição de outras ações
3306107,1,VALENCA,RJ,122 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3502705,1,APIAI,SP,189 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3502754,1,ARACARIGUAMA,SP,100 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3503208,1,ARARAQUARA,SP,7326 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3504107,1,ATIBAIA,SP,564 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
